id,bus__trip_id,breaks_trip_id,status
922,308,459,pending
923,309,370,pending
924,309,371,pending
925,309,372,pending
926,310,487,pending
927,310,488,pending
928,310,489,pending
929,311,412,pending
930,311,413,pending
931,311,414,pending
932,312,487,pending
933,312,488,pending
934,312,489,pending
935,313,403,pending
936,313,404,pending
937,313,405,pending
938,314,304,pending
939,314,305,pending
940,314,306,pending
941,315,448,pending
942,315,449,pending
943,315,450,pending
944,316,517,pending
945,316,518,pending
946,316,519,pending
947,317,397,pending
948,317,398,pending
949,317,399,pending
950,318,544,pending
951,318,545,pending
952,318,546,pending
953,319,328,pending
954,319,329,pending
955,319,330,pending
956,320,409,pending
957,320,410,pending
958,320,411,pending
959,321,544,pending
960,321,545,pending
961,321,546,pending
962,322,103,pending
963,322,104,pending
964,322,105,pending
965,323,280,pending
966,323,281,pending
967,323,282,pending
968,324,241,pending
969,324,242,pending
970,324,243,pending
971,325,553,pending
972,325,554,pending
973,325,555,pending
974,326,115,pending
975,326,116,pending
976,326,117,pending
977,327,475,pending
978,327,476,pending
979,327,477,pending
980,328,487,pending
981,328,488,pending
982,328,489,pending
983,329,100,pending
984,329,101,pending
985,329,102,pending
986,330,391,pending
987,330,392,pending
988,330,393,pending
989,331,37,pending
990,331,38,pending
991,331,39,pending
992,332,331,pending
993,332,332,pending
994,332,333,pending
995,333,361,pending
996,333,362,pending
997,333,363,pending
998,334,112,pending
999,334,113,pending
1000,334,114,pending
1001,335,532,pending
1002,335,533,pending
1003,335,534,pending
1004,336,460,pending
1005,336,461,pending
1006,336,462,pending
1007,337,283,pending
1008,337,284,pending
1009,337,285,pending
1010,338,559,pending
1011,338,560,pending
1012,338,561,pending
1013,339,265,pending
1014,339,266,pending
1015,339,267,pending
1016,340,556,pending
1017,340,557,pending
1018,340,558,pending
1019,341,199,pending
1020,341,200,pending
1021,341,201,pending
1022,342,121,pending
1023,342,122,pending
1024,342,123,pending
1025,343,409,pending
1026,343,410,pending
1027,343,411,pending
1028,344,364,pending
1029,344,365,pending
1030,344,366,pending
1031,345,265,pending
1032,345,266,pending
1033,345,267,pending
1034,346,268,pending
1035,346,269,pending
1036,346,270,pending
1037,347,247,pending
1038,347,248,pending
1039,347,249,pending
1040,348,286,pending
1041,348,287,pending
1042,348,288,pending
1043,349,193,pending
1044,349,194,pending
1045,349,195,pending
1046,350,253,pending
1047,350,254,pending
1048,350,255,pending
1049,351,502,pending
1050,351,503,pending
1051,351,504,pending
1052,352,592,pending
1053,352,593,pending
1054,352,594,pending
1055,353,199,pending
1056,353,200,pending
1057,353,201,pending
1058,354,148,pending
1059,354,149,pending
1060,354,150,pending
1061,355,511,pending
1062,355,512,pending
1063,355,513,pending
1064,356,67,pending
1065,356,68,pending
1066,356,69,pending
1067,357,16,pending
1068,357,17,pending
1069,357,18,pending
1070,358,37,pending
1071,358,38,pending
1072,358,39,pending
1073,359,577,pending
1074,359,578,pending
1075,359,579,pending
1076,360,166,pending
1077,360,167,pending
1078,360,168,pending
1079,361,34,pending
1080,361,35,pending
1081,361,36,pending
1082,362,79,pending
1083,362,80,pending
1084,362,81,pending
1085,363,202,pending
1086,363,203,pending
1087,363,204,pending
1088,364,13,pending
1089,364,14,pending
1090,364,15,pending
1091,365,598,pending
1092,365,599,pending
1093,365,600,pending
1094,366,523,pending
1095,366,524,pending
1096,366,525,pending
1097,367,358,pending
1098,367,359,pending
1099,367,360,pending
1100,368,487,pending
1101,368,488,pending
1102,368,489,pending
1103,369,166,pending
1104,369,167,pending
1105,369,168,pending
1106,370,520,pending
1107,370,521,pending
1108,370,522,pending
1109,371,517,pending
1110,371,518,pending
1111,371,519,pending
1112,372,103,pending
1113,372,104,pending
1114,372,105,pending
1115,373,157,pending
1116,373,158,pending
1117,373,159,pending
1118,374,394,pending
1119,374,395,pending
1120,374,396,pending
1121,375,364,pending
1122,375,365,pending
1123,375,366,pending
1124,376,484,pending
1125,376,485,pending
1126,376,486,pending
1127,377,502,pending
1128,377,503,pending
1129,377,504,pending
1130,378,265,pending
1131,378,266,pending
1132,378,267,pending
1133,379,445,pending
1134,379,446,pending
1135,379,447,pending
1136,380,466,pending
1137,380,467,pending
1138,380,468,pending
1139,381,88,pending
1140,381,89,pending
1141,381,90,pending
1142,382,403,pending
1143,382,404,pending
1144,382,405,pending
1145,383,367,pending
1146,383,368,pending
1147,383,369,pending
1148,384,565,pending
1149,384,566,pending
1150,384,567,pending
1151,385,76,pending
1152,385,77,pending
1153,385,78,pending
1154,386,136,pending
1155,386,137,pending
1156,386,138,pending
1157,387,403,pending
1158,387,404,pending
1159,387,405,pending
1160,388,76,pending
1161,388,77,pending
1162,388,78,pending
1163,389,244,pending
1164,389,245,pending
1165,389,246,pending
1166,390,361,pending
1167,390,362,pending
1168,390,363,pending
1169,391,136,pending
1170,391,137,pending
1171,391,138,pending
1172,392,358,pending
1173,392,359,pending
1174,392,360,pending
1175,393,598,pending
1176,393,599,pending
1177,393,600,pending
1178,394,487,pending
1179,394,488,pending
1180,394,489,pending
1181,395,340,pending
1182,395,341,pending
1183,395,342,pending
1184,396,145,pending
1185,396,146,pending
1186,396,147,pending
1187,397,313,pending
1188,397,314,pending
1189,397,315,pending
1190,398,526,pending
1191,398,527,pending
1192,398,528,pending
1193,399,403,pending
1194,399,404,pending
1195,399,405,pending
1196,400,445,pending
1197,400,446,pending
1198,400,447,pending
1199,401,40,pending
1200,401,41,pending
1201,401,42,pending
1202,402,484,pending
1203,402,485,pending
1204,402,486,pending
1205,403,286,pending
1206,403,287,pending
1207,403,288,pending
1208,404,526,pending
1209,404,527,pending
1210,404,528,pending
1211,405,274,pending
1212,405,275,pending
1213,405,276,pending
1214,406,457,pending
1215,406,458,pending
1216,406,459,pending
1217,407,529,pending
1218,407,530,pending
1219,407,531,pending
1220,408,82,pending
1221,408,83,pending
1222,408,84,pending
1223,409,55,pending
1224,409,56,pending
1225,409,57,pending
1226,410,454,pending
1227,410,455,pending
1228,410,456,pending
1229,411,523,pending
1230,411,524,pending
1231,411,525,pending
1232,412,259,pending
1233,412,260,pending
1234,412,261,pending
1235,413,394,pending
1236,413,395,pending
1237,413,396,pending
1238,414,196,pending
1239,414,197,pending
1240,414,198,pending
1241,415,343,pending
1242,415,344,pending
1243,415,345,pending
1244,416,577,pending
1245,416,578,pending
1246,416,579,pending
1247,417,328,pending
1248,417,329,pending
1249,417,330,pending
1250,418,442,pending
1251,418,443,pending
1252,418,444,pending
1253,419,355,pending
1254,419,356,pending
1255,419,357,pending
1256,420,598,pending
1257,420,599,pending
1258,420,600,pending
1259,421,223,pending
1260,421,224,pending
1261,421,225,pending
1262,422,208,pending
1263,422,209,pending
1264,422,210,pending
1265,423,151,pending
1266,423,152,pending
1267,423,153,pending
1268,424,31,pending
1269,424,32,pending
1270,424,33,pending
1271,425,388,pending
1272,425,389,pending
1273,425,390,pending
1274,426,46,pending
1275,426,47,pending
1276,426,48,pending
1277,427,127,pending
1278,427,128,pending
1279,427,129,pending
1280,428,481,pending
1281,428,482,pending
1282,428,483,pending
1283,429,547,pending
1284,429,548,pending
1285,429,549,pending
1286,430,574,pending
1287,430,575,pending
1288,430,576,pending
1289,431,67,pending
1290,431,68,pending
1291,431,69,pending
1292,432,136,pending
1293,432,137,pending
1294,432,138,pending
1295,433,601,pending
1296,433,602,pending
1297,433,603,pending
1298,434,475,pending
1299,434,476,pending
1300,434,477,pending
1301,435,235,pending
1302,435,236,pending
1303,435,237,pending
1304,436,124,pending
1305,436,125,pending
1306,436,126,pending
1307,437,169,pending
1308,437,170,pending
1309,437,171,pending
1310,438,28,pending
1311,438,29,pending
1312,438,30,pending
1313,439,193,pending
1314,439,194,pending
1315,439,195,pending
1316,440,466,pending
1317,440,467,pending
1318,440,468,pending
1319,441,85,pending
1320,441,86,pending
1321,441,87,pending
1322,442,421,pending
1323,442,422,pending
1324,442,423,pending
1325,443,22,pending
1326,443,23,pending
1327,443,24,pending
1328,444,217,pending
1329,444,218,pending
1330,444,219,pending
1331,445,454,pending
1332,445,455,pending
1333,445,456,pending
1334,446,46,pending
1335,446,47,pending
1336,446,48,pending
1337,447,121,pending
1338,447,122,pending
1339,447,123,pending
1340,448,493,pending
1341,448,494,pending
1342,448,495,pending
1343,449,262,pending
1344,449,263,pending
1345,449,264,pending
1346,450,34,pending
1347,450,35,pending
1348,450,36,pending
1349,451,232,pending
1350,451,233,pending
1351,451,234,pending
1352,452,532,pending
1353,452,533,pending
1354,452,534,pending
1355,453,532,pending
1356,453,533,pending
1357,453,534,pending
1358,454,364,pending
1359,454,365,pending
1360,454,366,pending
1361,455,415,pending
1362,455,416,pending
1363,455,417,pending
1364,456,349,pending
1365,456,350,pending
1366,456,351,pending
1367,457,418,pending
1368,457,419,pending
1369,457,420,pending
1370,458,508,pending
1371,458,509,pending
1372,458,510,pending
1373,459,463,pending
1374,459,464,pending
1375,459,465,pending
1376,460,367,pending
1377,460,368,pending
1378,460,369,pending
1379,461,433,pending
1380,461,434,pending
1381,461,435,pending
1382,462,499,pending
1383,462,500,pending
1384,462,501,pending
1385,463,499,pending
1386,463,500,pending
1387,463,501,pending
1388,464,304,pending
1389,464,305,pending
1390,464,306,pending
1391,465,256,pending
1392,465,257,pending
1393,465,258,pending
1394,466,583,pending
1395,466,584,pending
1396,466,585,pending
1397,467,211,pending
1398,467,212,pending
1399,467,213,pending
1400,468,337,pending
1401,468,338,pending
1402,468,339,pending
1403,469,163,pending
1404,469,164,pending
1405,469,165,pending
1406,470,94,pending
1407,470,95,pending
1408,470,96,pending
1409,471,361,pending
1410,471,362,pending
1411,471,363,pending
1412,472,364,pending
1413,472,365,pending
1414,472,366,pending
1415,473,541,pending
1416,473,542,pending
1417,473,543,pending
1418,474,70,pending
1419,474,71,pending
1420,474,72,pending
1421,475,235,pending
1422,475,236,pending
1423,475,237,pending
1424,476,568,pending
1425,476,569,pending
1426,476,570,pending
1427,477,469,pending
1428,477,470,pending
1429,477,471,pending
1430,478,247,pending
1431,478,248,pending
1432,478,249,pending
1433,479,415,pending
1434,479,416,pending
1435,479,417,pending
1436,480,19,pending
1437,480,20,pending
1438,480,21,pending
1439,481,502,pending
1440,481,503,pending
1441,481,504,pending
1442,482,31,pending
1443,482,32,pending
1444,482,33,pending
1445,483,172,pending
1446,483,173,pending
1447,483,174,pending
1448,484,10,pending
1449,484,11,pending
1450,484,12,pending
1451,485,274,pending
1452,485,275,pending
1453,485,276,pending
1454,486,400,pending
1455,486,401,pending
1456,486,402,pending
1457,487,34,pending
1458,487,35,pending
1459,487,36,pending
1460,488,304,pending
1461,488,305,pending
1462,488,306,pending
1463,489,238,pending
1464,489,239,pending
1465,489,240,pending
1466,490,160,pending
1467,490,161,pending
1468,490,162,pending
1469,491,412,pending
1470,491,413,pending
1471,491,414,pending
1472,492,439,pending
1473,492,440,pending
1474,492,441,pending
1475,493,427,pending
1476,493,428,pending
1477,493,429,pending
1478,494,310,pending
1479,494,311,pending
1480,494,312,pending
1481,495,169,pending
1482,495,170,pending
1483,495,171,pending
1484,496,46,pending
1485,496,47,pending
1486,496,48,pending
1487,497,379,pending
1488,497,380,pending
1489,497,381,pending
1490,498,247,pending
1491,498,248,pending
1492,498,249,pending
1493,499,601,pending
1494,499,602,pending
1495,499,603,pending
1496,500,43,pending
