id,path_id,name,geolocation_id
794,200,data,82
795,200,themselves,103
796,200,end,62
797,201,start,67
798,201,again,77
799,201,responsibility,27
800,201,end,8
801,202,start,5
802,202,hospital,17
803,202,sign,64
804,202,end,83
805,203,start,103
806,203,possible,83
807,203,member,87
808,203,end,102
809,204,start,75
810,204,computer,6
811,204,movie,93
812,204,end,102
813,205,start,10
814,205,while,41
815,205,draw,93
816,205,end,42
817,206,start,58
818,206,this,14
819,206,history,58
820,206,end,22
821,207,start,15
822,207,citizen,102
823,207,blood,50
824,207,end,42
825,208,start,58
826,208,answer,104
827,208,want,27
828,208,end,87
829,209,start,24
830,209,miss,9
831,209,friend,10
832,209,end,29
833,210,start,90
834,210,consider,100
835,210,image,26
836,210,end,44
837,211,start,77
838,211,break,57
839,211,although,32
840,211,end,42
841,212,start,32
842,212,just,45
843,212,role,58
844,212,end,11
845,213,start,28
846,213,I,103
847,213,woman,102
848,213,end,6
849,214,start,50
850,214,stop,95
851,214,single,17
852,214,end,5
853,215,start,104
854,215,food,12
855,215,six,13
856,215,end,74
857,216,start,21
858,216,group,9
859,216,floor,57
860,216,end,57
861,217,start,57
862,217,gas,9
863,217,rather,13
864,217,end,60
865,218,start,63
866,218,especially,94
867,218,environment,29
868,218,end,94
869,219,start,37
870,219,up,64
871,219,identify,39
872,219,end,56
873,220,start,25
874,220,more,80
875,220,their,78
876,220,end,49
877,221,start,88
878,221,include,7
879,221,accept,12
880,221,end,45
881,222,start,92
882,222,we,77
883,222,by,86
884,222,end,85
885,223,start,79
886,223,institution,76
887,223,event,56
888,223,end,89
889,224,start,104
890,224,parent,104
891,224,hear,7
892,224,end,64
893,225,start,75
894,225,issue,64
895,225,policy,63
896,225,end,27
897,226,start,36
898,226,child,30
899,226,clearly,63
900,226,end,98
901,227,start,49
902,227,certain,58
903,227,military,73
904,227,end,93
905,228,start,21
906,228,think,20
907,228,laugh,36
908,228,end,94
909,229,start,104
910,229,agree,35
911,229,send,58
912,229,end,93
913,230,start,72
914,230,alone,95
915,230,figure,92
916,230,end,66
917,231,start,88
918,231,child,74
919,231,choice,79
920,231,end,57
921,232,start,58
922,232,well,57
923,232,school,89
924,232,end,94
925,233,start,53
926,233,before,90
927,233,that,62
928,233,end,27
929,234,start,14
930,234,industry,93
931,234,two,81
932,234,end,15
933,235,start,57
934,235,run,25
935,235,not,70
936,235,end,39
937,236,start,102
938,236,age,69
939,236,get,68
940,236,end,45
941,237,start,28
942,237,economy,40
943,237,treatment,93
944,237,end,81
945,238,start,46
946,238,around,15
947,238,realize,15
948,238,end,71
949,239,start,47
950,239,scene,73
951,239,her,20
952,239,end,6
953,240,start,11
954,240,think,42
955,240,food,28
956,240,end,56
957,241,start,26
958,241,note,41
959,241,lot,94
960,241,end,101
961,242,start,50
962,242,even,46
963,242,role,33
964,242,end,28
965,243,start,8
966,243,source,7
967,243,example,99
968,243,end,94
969,244,start,14
970,244,page,18
971,244,bed,100
972,244,end,47
973,245,start,5
974,245,sound,24
975,245,ability,74
976,245,end,32
977,246,start,82
978,246,several,36
979,246,story,93
980,246,end,35
981,247,start,27
982,247,true,67
983,247,toward,86
984,247,end,18
985,248,start,48
986,248,leg,43
987,248,nearly,68
988,248,end,68
989,249,start,76
990,249,Congress,72
991,249,including,81
992,249,end,83
993,250,start,51
994,250,course,70
995,250,join,31
996,250,end,99
997,251,start,21
998,251,yeah,73
999,251,able,89
1000,251,end,60
1001,252,start,69
1002,252,brother,45
1003,252,sign,65
1004,252,end,40
1005,253,start,51
1006,253,deal,33
1007,253,program,17
1008,253,end,101
1009,254,start,20
1010,254,ball,35
1011,254,may,71
1012,254,end,22
1013,255,start,12
1014,255,without,56
1015,255,three,47
1016,255,end,22
1017,256,start,51
1018,256,house,12
1019,256,program,51
1020,256,end,63
1021,257,start,13
1022,257,after,25
1023,257,idea,55
1024,257,end,56
1025,258,start,12
1026,258,collection,93
1027,258,game,86
1028,258,end,57
1029,259,start,67
1030,259,the,93
1031,259,million,10
1032,259,end,51
1033,260,start,103
1034,260,Democrat,31
1035,260,avoid,18
1036,260,end,78
1037,261,start,25
1038,261,likely,55
1039,261,push,103
1040,261,end,6
1041,262,start,81
1042,262,among,22
1043,262,table,98
1044,262,end,66
1045,263,start,88
1046,263,point,104
1047,263,short,91
1048,263,end,33
1049,264,start,81
1050,264,laugh,87
1051,264,social,88
1052,264,end,47
1053,265,start,69
1054,265,carry,64
1055,265,author,20
1056,265,end,101
1057,266,start,104
1058,266,admit,9
1059,266,week,71
1060,266,end,28
1061,267,start,75
1062,267,home,19
1063,267,never,81
1064,267,end,50
1065,268,start,76
1066,268,alone,78
1067,268,worry,44
1068,268,end,19
1069,269,start,7
1070,269,dream,27
1071,269,establish,28
1072,269,end,48
1073,270,start,20
1074,270,quickly,7
1075,270,someone,55
1076,270,end,82
1077,271,start,96
1078,271,prove,23
1079,271,how,54
1080,271,end,89
1081,272,start,93
1082,272,way,52
1083,272,trip,7
1084,272,end,96
1085,273,start,12
1086,273,we,39
1087,273,increase,58
1088,273,end,99
1089,274,start,74
1090,274,play,98
1091,274,early,23
1092,274,end,104
1093,275,start,37
1094,275,what,87
1095,275,hand,45
1096,275,end,87
1097,276,start,17
1098,276,ask,40
1099,276,candidate,83
1100,276,end,20
1101,277,start,63
1102,277,thank,98
1103,277,form,19
1104,277,end,83
1105,278,start,15
1106,278,play,66
1107,278,answer,75
1108,278,end,41
1109,279,start,103
1110,279,stay,68
1111,279,value,68
1112,279,end,39
1113,280,start,86
1114,280,there,67
1115,280,hit,11
1116,280,end,100
1117,281,start,94
1118,281,career,49
1119,281,system,50
1120,281,end,11
1121,282,start,45
1122,282,thought,85
1123,282,step,27
1124,282,end,7
1125,283,start,16
1126,283,at,65
1127,283,event,95
1128,283,end,32
1129,284,start,20
1130,284,bad,24
1131,284,day,49
1132,284,end,59
1133,285,start,43
1134,285,friend,72
1135,285,reality,49
1136,285,end,51
1137,286,start,54
1138,286,that,52
1139,286,soldier,52
1140,286,end,19
1141,287,start,87
1142,287,already,76
1143,287,child,78
1144,287,end,78
1145,288,start,81
1146,288,lawyer,46
1147,288,choose,29
1148,288,end,29
1149,289,start,67
1150,289,right,78
1151,289,south,32
1152,289,end,64
1153,290,start,19
1154,290,allow,103
1155,290,sing,18
1156,290,end,57
1157,291,start,5
1158,291,probably,17
1159,291,represent,46
1160,291,end,85
1161,292,start,96
1162,292,stage,7
1163,292,put,100
1164,292,end,47
1165,293,start,49
1166,293,yourself,97
1167,293,small,14
1168,293,end,97
1169,294,start,13
1170,294,nor,56
1171,294,floor,12
1172,294,end,54
1173,295,start,35
1174,295,without,104
1175,295,else,66
1176,295,end,6
1177,296,start,90
1178,296,over,72
1179,296,behavior,44
1180,296,end,18
1181,297,start,64
1182,297,everything,42
1183,297,possible,102
1184,297,end,95
1185,298,start,73
1186,298,economy,34
1187,298,responsibility,73
1188,298,end,99
1189,299,start,29
1190,299,smile,29
1191,299,month,48
1192,299,end,34
1193,300,start,12
1194,300,process,19
1195,300,whole,48
1196,300,end,10
1197,301,start,80
1198,301,people,73
1199,301,analysis,50
1200,301,end,34
1201,302,start,34
1202,302,when,9
1203,302,too,79
1204,302,end,60
1205,303,start,55
1206,303,child,31
1207,303,face,98
1208,303,end,65
1209,304,start,10
1210,304,anything,84
1211,304,I,76
1212,304,end,27
1213,305,start,94
1214,305,lead,86
1215,305,threat,31
1216,305,end,80
1217,306,start,41
1218,306,quality,73
1219,306,size,74
1220,306,end,12
1221,307,start,16
1222,307,machine,41
1223,307,space,92
1224,307,end,48
1225,308,start,94
1226,308,firm,14
1227,308,score,51
1228,308,end,22
1229,309,start,100
1230,309,section,29
1231,309,spring,27
1232,309,end,36
1233,310,start,10
1234,310,mention,25
1235,310,yourself,103
1236,310,end,40
1237,311,start,91
1238,311,information,63
1239,311,assume,47
1240,311,end,85
1241,312,start,31
1242,312,build,93
1243,312,find,89
1244,312,end,21
1245,313,start,101
1246,313,bag,71
1247,313,music,19
1248,313,end,35
1249,314,start,27
1250,314,several,100
1251,314,bill,29
1252,314,end,94
1253,315,start,100
1254,315,art,39
1255,315,alone,49
1256,315,end,61
1257,316,start,59
1258,316,leave,42
1259,316,provide,99
1260,316,end,30
1261,317,start,16
1262,317,recent,91
1263,317,table,57
1264,317,end,74
1265,318,start,93
1266,318,practice,39
1267,318,later,79
1268,318,end,12
1269,319,start,56
1270,319,kind,66
1271,319,particular,58
1272,319,end,39
1273,320,start,6
1274,320,part,59
1275,320,true,45
1276,320,end,14
1277,321,start,21
1278,321,ball,81
1279,321,discover,91
1280,321,end,46
1281,322,start,103
1282,322,must,70
1283,322,front,90
1284,322,end,58
1285,323,start,62
1286,323,box,38
1287,323,administration,66
1288,323,end,44
1289,324,start,69
1290,324,same,10
1291,324,put,70
1292,324,end,17
1293,325,start,98
1294,325,Mrs,94
1295,325,lot,39
1296,325,end,15
1297,326,start,95
1298,326,determine,33
1299,326,big,104
1300,326,end,38
1301,327,start,63
1302,327,leader,30
1303,327,whom,98
1304,327,end,44
1305,328,start,12
1306,328,Democrat,29
1307,328,reduce,30
1308,328,end,42
1309,329,start,82
1310,329,religious,72
1311,329,language,59
1312,329,end,49
1313,330,start,103
1314,330,above,74
1315,330,give,99
1316,330,end,61
1317,331,start,16
1318,331,grow,61
1319,331,hard,87
1320,331,end,90
1321,332,start,99
1322,332,herself,54
1323,332,cultural,83
1324,332,end,17
1325,333,start,30
1326,333,win,69
1327,333,part,16
1328,333,end,99
1329,334,start,59
1330,334,short,23
1331,334,truth,7
1332,334,end,94
1333,335,start,15
1334,335,structure,62
1335,335,remember,29
1336,335,end,30
1337,336,start,15
1338,336,growth,96
1339,336,discover,28
1340,336,end,69
1341,337,start,21
1342,337,quite,18
1343,337,along,22
1344,337,end,77
1345,338,start,18
1346,338,short,18
1347,338,sit,54
1348,338,end,15
1349,339,start,78
1350,339,single,47
1351,339,seem,98
1352,339,end,34
1353,340,start,74
1354,340,hospital,102
1355,340,action,39
1356,340,end,47
1357,341,start,7
1358,341,sister,61
1359,341,none,79
1360,341,end,29
1361,342,start,81
1362,342,environment,98
1363,342,size,55
1364,342,end,35
1365,343,start,80
1366,343,radio,37
1367,343,training,69
1368,343,end,104
1369,344,start,65
1370,344,bad,76
1371,344,attention,58
1372,344,end,37
1373,345,start,101
1374,345,matter,88
1375,345,life,12
1376,345,end,10
1377,346,start,19
1378,346,cultural,11
1379,346,save,45
1380,346,end,30
1381,347,start,71
1382,347,member,62
1383,347,free,16
1384,347,end,104
1385,348,start,27
1386,348,cut,52
1387,348,major,29
1388,348,end,66
1389,349,start,82
1390,349,stuff,78
1391,349,air,85
1392,349,end,84
1393,350,start,24
1394,350,question,10
1395,350,behavior,70
1396,350,end,25
1397,351,start,53
1398,351,professional,74
1399,351,fear,31
1400,351,end,85
1401,352,start,75
1402,352,husband,76
1403,352,song,19
1404,352,end,12
1405,353,start,75
1406,353,drug,58
1407,353,statement,62
1408,353,end,98
1409,354,start,13
1410,354,education,71
1411,354,action,13
1412,354,end,38
1413,355,start,65
1414,355,position,76
1415,355,risk,66
1416,355,end,31
1417,356,start,51
1418,356,law,57
1419,356,officer,101
1420,356,end,65
1421,357,start,18
1422,357,new,39
1423,357,their,72
1424,357,end,19
1425,358,start,90
1426,358,half,69
1427,358,cultural,8
1428,358,end,51
1429,359,start,90
1430,359,green,27
1431,359,nice,43
1432,359,end,33
1433,360,start,10
1434,360,nature,53
1435,360,receive,87
1436,360,end,22
1437,361,start,60
1438,361,energy,84
1439,361,expect,50
1440,361,end,36
1441,362,start,87
1442,362,inside,69
1443,362,oil,34
1444,362,end,63
1445,363,start,25
1446,363,second,36
1447,363,security,82
1448,363,end,101
1449,364,start,56
1450,364,reflect,78
1451,364,social,6
1452,364,end,47
1453,365,start,70
1454,365,manager,90
1455,365,language,11
1456,365,end,44
1457,366,start,73
1458,366,work,37
1459,366,recently,84
1460,366,end,60
1461,367,start,30
1462,367,grow,75
1463,367,least,57
1464,367,end,48
1465,368,start,70
1466,368,system,23
1467,368,into,59
1468,368,end,31
1469,369,start,57
1470,369,rather,35
1471,369,idea,59
1472,369,end,101
1473,370,start,21
1474,370,response,25
1475,370,owner,54
1476,370,end,103
1477,371,start,49
1478,371,figure,66
1479,371,mission,16
1480,371,end,90
1481,372,start,18
1482,372,good,21
1483,372,already,62
1484,372,end,28
1485,373,start,34
1486,373,officer,74
1487,373,rest,104
1488,373,end,73
1489,374,start,38
1490,374,amount,53
1491,374,describe,98
1492,374,end,91
1493,375,start,15
1494,375,suggest,58
1495,375,common,65
1496,375,end,30
1497,376,start,67
1498,376,management,59
1499,376,recognize,103
1500,376,end,16
1501,377,start,49
1502,377,speak,67
1503,377,deep,69
1504,377,end,28
1505,378,start,5
1506,378,discover,37
1507,378,benefit,6
1508,378,end,31
1509,379,start,9
1510,379,poor,5
1511,379,moment,49
1512,379,end,65
1513,380,start,5
1514,380,degree,93
1515,380,go,49
1516,380,end,58
1517,381,start,44
1518,381,once,103
1519,381,think,81
1520,381,end,88
1521,382,start,45
1522,382,offer,53
1523,382,early,81
1524,382,end,72
1525,383,start,32
1526,383,eat,9
1527,383,condition,43
1528,383,end,80
1529,384,start,104
1530,384,green,18
1531,384,professor,20
1532,384,end,40
1533,385,start,19
1534,385,visit,78
1535,385,product,97
1536,385,end,45
1537,386,start,32
1538,386,heart,34
1539,386,outside,100
1540,386,end,7
1541,387,start,69
1542,387,east,89
1543,387,glass,95
1544,387,end,39
1545,388,start,48
1546,388,minute,21
1547,388,more,55
1548,388,end,54
1549,389,start,103
1550,389,into,49
1551,389,question,85
1552,389,end,37
1553,390,start,58
1554,390,find,69
1555,390,movie,49
1556,390,end,55
1557,391,start,36
1558,391,because,101
1559,391,claim,65
1560,391,end,18
1561,392,start,49
1562,392,glass,87
1563,392,know,14
1564,392,end,40
1565,393,start,67
1566,393,key,71
1567,393,because,65
1568,393,end,63
1569,394,start,57
1570,394,individual,50
1571,394,certain,28
1572,394,end,25
1573,395,start,103
1574,395,guy,31
1575,395,around,87
1576,395,end,94
1577,396,start,89
1578,396,minute,103
1579,396,simply,48
1580,396,end,35
1581,397,start,13
1582,397,challenge,22
1583,397,even,82
1584,397,end,20
1585,398,start,103
1586,398,range,98
1587,398,month,34
1588,398,end,46
1589,399,start,22
1590,399,lead,83
1591,399,deep,72
1592,399,end,80
1593,400,start,25
1594,400,list,5
1595,400,arm,37
1596,400,end,6
1597,401,start,46
1598,401,power,8
1599,401,environment,92
1600,401,end,43
1601,402,start,22
1602,402,wife,92
1603,402,quality,38
1604,402,end,40
